"","BID_UNIT","QUANTITY","UNIT","UNIT_RATE","MILESTONE_RATE","MILESTONE_PERCENTAGE","MILESTONE_NM","MILESTONE_CTGY","MILESTONE_CTGY_GRP","CONSTRUCTION_TYPE","MARKET_ID"
"4001","E-300.3",1927411,"foot",1.4,0.14,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",1
"4002","E-350.1",74131,"foot",0.75,0.525,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",1
"4003","E-350.2",74131,"foot",0.75,0.15,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",1
"4004","E-350.3",74131,"foot",0.75,0.075,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",1
"4005","E-355.1",37066,"foot",1.2,0.84,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",1
"4006","E-355.2",37066,"foot",1.2,0.24,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",1
"4007","E-355.3",37066,"foot",1.2,0.12,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",1
"4008","E-400.1",1667952,"foot",1,0.7,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",1
"4009","E-400.2",1667952,"foot",1,0.2,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",1
"4010","E-400.3",1667952,"foot",1,0.1,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",1
"4011","C-100.1",851559,"foot",12.48,7.488,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",59
"4012","C-100.1A",1,"foot",12.48,10.608,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",59
"4013","C-100.1B",1,"foot",12.48,3.12,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",59
"4014","C-100.1X",1,"foot",12.48,10.608,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",59
"4015","C-100.2",851559,"foot",12.48,4.992,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",59
"4016","C-100.2A",1,"foot",12.48,1.872,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",59
"4017","C-100.2B",1,"foot",12.48,1.872,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",59
"4018","C-100.2X",1,"foot",12.48,1.872,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",59
"4019","C-110.1",106445,"foot",53.51,32.106,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",59
"4020","C-110.1A",1,"foot",53.51,45.4835,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",59
"4021","C-110.1B",1,"foot",53.51,13.3775,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",59
"4022","C-110.1X",1,"foot",53.51,45.4835,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",59
"4023","C-110.2",106445,"foot",53.51,21.404,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",59
"4024","C-110.2A",1,"foot",53.51,8.0265,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",59
"4025","C-110.2B",1,"foot",53.51,8.0265,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",59
"4026","C-110.2X",1,"foot",53.51,8.0265,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",59
"4027","C-120.1",53222,"foot",24.08,14.448,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",59
"4028","C-120.1A",1,"foot",24.08,20.468,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",59
"4029","C-120.1B",1,"foot",24.08,6.02,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",59
"4030","C-120.2",53222,"foot",24.08,9.632,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",59
"4031","C-120.2X",1,"foot",24.08,3.612,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",59
"4032","C-200.1",186278,"foot",2.24,1.344,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",59
"4033","C-200.1A",1,"foot",2.24,1.904,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",59
"4034","C-200.1B",1,"foot",2.24,0.56,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",59
"4035","C-200.1X",1,"foot",2.24,1.904,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",59
"4036","C-200.2",186278,"foot",2.24,0.896,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",59
"4037","C-200.2A",1,"foot",2.24,0.336,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",59
"4038","C-200.2B",1,"foot",2.24,0.336,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",59
"4039","C-200.2X",1,"foot",2.24,0.336,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",59
"4040","C-300.1",1463616,"foot",2.18,1.308,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",59
"4041","C-300.1A",1,"foot",2.18,1.853,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",59
"4042","C-300.1B",1,"foot",2.18,0.545,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",59
"4043","C-300.1X",1,"foot",2.18,1.853,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",59
"4044","C-300.2",1463616,"foot",2.18,0.872,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",59
"4045","C-300.2A",1,"foot",2.18,0.327,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",59
"4046","C-300.2B",1,"foot",2.18,0.327,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",59
"4047","C-300.2X",1,"foot",2.18,0.327,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",59
"4048","E-200.1",2661120,"foot",0.75,0.1875,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",59
"4049","E-200.2",2661120,"foot",0.75,0.5625,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",59
"4050","E-300.1",1011226,"foot",1.02,0.714,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",59
"4051","E-300.2",1011226,"foot",1.02,0.204,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",59
"4052","E-300.3",1011226,"foot",1.02,0.102,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",59
"4053","E-350.1",79833,"foot",0.88,0.616,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",59
"4054","E-350.2",79833,"foot",0.88,0.176,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",59
"4055","E-350.3",79833,"foot",0.88,0.088,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",59
"4056","E-355.1",106445,"foot",0.98,0.686,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",59
"4057","E-355.2",106445,"foot",0.98,0.196,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",59
"4058","E-355.3",106445,"foot",0.98,0.098,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",59
"4059","E-400.1",1463616,"foot",0.89,0.623,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",59
"4060","E-400.2",1463616,"foot",0.89,0.178,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",59
"4061","E-400.3",1463616,"foot",0.89,0.089,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",59
"4062","C-100.1",1064554,"foot",14.73,8.838,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",56
"4063","C-100.1",1064554,"foot",14.73,8.838,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",56
"4064","C-100.1A",1,"foot",14.73,12.5205,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",56
"4065","C-100.1A",1,"foot",14.73,12.5205,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",56
"4066","C-100.1B",1,"foot",14.73,3.6825,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",56
"4067","C-100.1B",1,"foot",14.73,3.6825,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",56
"4068","C-100.1X",1,"foot",14.73,12.5205,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",56
"4069","C-100.1X",1,"foot",14.73,12.5205,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",56
"4070","C-100.2",1064554,"foot",14.73,5.892,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",56
"4071","C-100.2",1064554,"foot",14.73,5.892,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",56
"4072","C-100.2A",1,"foot",14.73,2.2095,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",56
"4073","C-100.2A",1,"foot",14.73,2.2095,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",56
"4074","C-100.2B",1,"foot",14.73,2.2095,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",56
"4075","C-100.2B",1,"foot",14.73,2.2095,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",56
"4076","C-100.2X",1,"foot",14.73,2.2095,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",56
"4077","C-100.2X",1,"foot",14.73,2.2095,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",56
"4078","C-110.1",125242,"foot",31.35,18.81,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",56
"4079","C-110.1",125242,"foot",31.35,18.81,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",56
"4080","C-110.1A",1,"foot",31.35,26.6475,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",56
"4081","C-110.1A",1,"foot",31.35,26.6475,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",56
"4082","C-110.1B",1,"foot",31.35,7.8375,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",56
"4083","C-110.1B",1,"foot",31.35,7.8375,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",56
"4084","C-110.1X",1,"foot",31.35,26.6475,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",56
"4085","C-110.1X",1,"foot",31.35,26.6475,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",56
"4086","C-110.2",125242,"foot",31.35,12.54,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",56
"4087","C-110.2",125242,"foot",31.35,12.54,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",56
"4088","C-110.2A",1,"foot",31.35,4.7025,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",56
"4089","C-110.2A",1,"foot",31.35,4.7025,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",56
"4090","C-110.2B",1,"foot",31.35,4.7025,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",56
"4091","C-110.2B",1,"foot",31.35,4.7025,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",56
"4092","C-110.2X",1,"foot",31.35,4.7025,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",56
"4093","C-110.2X",1,"foot",31.35,4.7025,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",56
"4094","C-120.1",31310,"foot",31.35,18.81,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",56
"4095","C-120.1",31310,"foot",31.35,18.81,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",56
"4096","C-120.1A",1,"foot",31.35,26.6475,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",56
"4097","C-120.1A",1,"foot",31.35,26.6475,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",56
"4098","C-120.1B",1,"foot",31.35,7.8375,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",56
"4099","C-120.1B",1,"foot",31.35,7.8375,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",56
"4100","C-120.2",31310,"foot",31.35,12.54,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",56
"4101","C-120.2",31310,"foot",31.35,12.54,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",56
"4102","C-200.1",187862,"foot",1.86,1.116,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",56
"4103","C-200.1",187862,"foot",1.86,1.116,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",56
"4104","C-200.1A",1,"foot",1.86,1.581,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",56
"4105","C-200.1A",1,"foot",1.86,1.581,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",56
"4106","C-200.1B",1,"foot",1,0.25,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",56
"4107","C-200.1B",1,"foot",1,0.25,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",56
"4108","C-200.1X",1,"foot",1.86,1.581,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",56
"4109","C-200.1X",1,"foot",1.86,1.581,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",56
"4110","C-200.2",187862,"foot",1.86,0.744,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",56
"4111","C-200.2",187862,"foot",1.86,0.744,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",56
"4112","C-200.2A",1,"foot",1.86,0.279,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",56
"4113","C-200.2A",1,"foot",1.86,0.279,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",56
"4114","C-200.2B",1,"foot",1,0.15,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",56
"4115","C-200.2B",1,"foot",1,0.15,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",56
"4116","C-300.1",1722072,"foot",2.14,1.284,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",56
"4117","C-300.1",1722072,"foot",2.14,1.284,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",56
"4118","C-300.1A",1,"foot",2.14,1.819,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",56
"4119","C-300.1A",1,"foot",2.14,1.819,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",56
"4120","C-300.1B",1,"foot",2.14,0.535,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",56
"4121","C-300.1B",1,"foot",2.14,0.535,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",56
"4122","C-300.1X",1,"foot",2.14,1.819,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",56
"4123","C-300.1X",1,"foot",2.14,1.819,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",56
"4124","C-300.2",1722072,"foot",2.14,0.856,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",56
"4125","C-300.2",1722072,"foot",2.14,0.856,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",56
"4126","C-300.2A",1,"foot",2.14,0.321,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",56
"4127","C-300.2A",1,"foot",2.14,0.321,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",56
"4128","C-300.2B",1,"foot",2.14,0.321,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",56
"4129","C-300.2B",1,"foot",2.14,0.321,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",56
"4130","E-200.1",3131040,"foot",0.65,0.1625,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",56
"4131","E-200.1",3131040,"foot",0.65,0.1625,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",56
"4132","E-200.2",3131040,"foot",0.65,0.4875,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",56
"4133","E-200.2",3131040,"foot",0.65,0.4875,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",56
"4134","E-300.1",1221106,"foot",1.38,0.966,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",56
"4135","E-300.1",1221106,"foot",1.38,0.966,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",56
"4136","E-300.2",1221106,"foot",1.38,0.276,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",56
"4137","E-300.2",1221106,"foot",1.38,0.276,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",56
"4138","E-300.3",1221106,"foot",1.38,0.138,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",56
"4139","E-300.3",1221106,"foot",1.38,0.138,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",56
"4140","E-350.1",62620,"foot",0.48,0.336,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",56
"4141","E-350.1",62620,"foot",0.48,0.336,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",56
"4142","E-350.2",62620,"foot",0.48,0.096,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",56
"4143","E-350.2",62620,"foot",0.48,0.096,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",56
"4144","E-350.3",62620,"foot",0.48,0.048,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",56
"4145","E-350.3",62620,"foot",0.48,0.048,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",56
"4146","E-355.1",125242,"foot",1.14,0.798,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",56
"4147","E-355.1",125242,"foot",1.14,0.798,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",56
"4148","E-355.2",125242,"foot",1.14,0.228,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",56
"4149","E-355.2",125242,"foot",1.14,0.228,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",56
"4150","E-355.3",125242,"foot",1.14,0.114,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",56
"4151","E-355.3",125242,"foot",1.14,0.114,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",56
"4152","E-400.1",1722072,"foot",0.95,0.665,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",56
"4153","E-400.1",1722072,"foot",0.95,0.665,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",56
"4154","E-400.2",1722072,"foot",0.95,0.19,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",56
"4155","E-400.2",1722072,"foot",0.95,0.19,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",56
"4156","E-400.3",1722072,"foot",0.95,0.095,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",56
"4157","E-400.3",1722072,"foot",0.95,0.095,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",56
"4158","C-100.1",1031184,"foot",15.9,9.54,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",38
"4159","C-100.1A",1,"foot",15.9,13.515,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",38
"4160","C-100.1B",1,"foot",15.9,3.975,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",38
"4161","C-100.1X",1,"foot",15.9,13.515,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",38
"4162","C-100.2",1031184,"foot",15.9,6.36,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",38
"4163","C-100.2A",1,"foot",15.9,2.385,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",38
"4164","C-100.2B",1,"foot",15.9,2.385,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",38
"4165","C-100.2X",1,"foot",15.9,2.385,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",38
"4166","C-110.1",26611,"foot",58.56,35.136,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",38
"4167","C-110.1A",1,"foot",58.56,49.776,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",38
"4168","C-110.1B",1,"foot",58.56,14.64,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",38
"4169","C-110.1X",1,"foot",58.56,49.776,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",38
"4170","C-110.2",26611,"foot",58.56,23.424,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",38
"4171","C-110.2A",1,"foot",58.56,8.784,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",38
"4172","C-110.2B",1,"foot",58.56,8.784,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",38
"4173","C-110.2X",1,"foot",58.56,8.784,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",38
"4174","C-120.1",49896,"foot",20.45,12.27,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",38
"4175","C-120.1A",1,"foot",20.45,17.3825,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",38
"4176","C-120.1B",1,"foot",20.45,5.1125,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",38
"4177","C-120.2",49896,"foot",20.45,8.18,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",38
"4178","C-120.2X",1,"foot",20.45,3.0675,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",38
"4179","C-200.1",1,"foot",2.2,1.32,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",38
"4180","C-200.1A",1,"foot",2.2,1.87,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",38
"4181","C-200.1B",1,"foot",2.2,0.55,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",38
"4182","C-200.1X",1,"foot",2.2,1.87,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",38
"4183","C-200.2",1,"foot",2.2,0.88,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",38
"4184","C-200.2A",1,"foot",2.2,0.33,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",38
"4185","C-200.2B",1,"foot",2.2,0.33,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",38
"4186","C-200.2X",1,"foot",2.2,0.33,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",38
"4187","C-300.1",275669,"foot",2.2,1.32,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",38
"4188","C-300.1A",1,"foot",2.2,1.87,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",38
"4189","C-300.1B",1,"foot",2.2,0.55,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",38
"4190","C-300.1X",1,"foot",2.2,1.87,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",38
"4191","C-300.2",275669,"foot",2.2,0.88,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",38
"4192","C-300.2A",1,"foot",2.2,0.33,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",38
"4193","C-300.2B",1,"foot",2.2,0.33,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",38
"4194","C-300.2X",1,"foot",2.2,0.33,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",38
"4195","E-200.1",1383360,"foot",0.2,0.05,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",38
"4196","E-200.2",1383360,"foot",0.2,0.15,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",38
"4197","E-300.1",1107691,"foot",1.18,0.826,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",38
"4198","E-300.2",1107691,"foot",1.18,0.236,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",38
"4199","E-300.3",1107691,"foot",1.18,0.118,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",38
"4200","E-350.1",1,"foot",1.05,0.735,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",38
"4201","E-350.2",1,"foot",1.05,0.21,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",38
"4202","E-350.3",1,"foot",1.05,0.105,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",38
"4203","E-355.1",1,"foot",1.15,0.805,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",38
"4204","E-355.2",1,"foot",1.15,0.23,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",38
"4205","E-355.3",1,"foot",1.15,0.115,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",38
"4206","E-400.1",275669,"foot",1.3,0.91,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",38
"4207","E-400.2",275669,"foot",1.3,0.26,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",38
"4208","E-400.3",275669,"foot",1.3,0.13,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",38
"4209","C-100.1",2080158,"foot",17.6152,10.5691,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",45
"4210","C-100.1A",1,"foot",17.6152,14.9729,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",45
"4211","C-100.1B",1,"foot",17.6152,4.4038,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",45
"4212","C-100.1X",1,"foot",17.6152,14.9729,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",45
"4213","C-100.2",2080158,"foot",17.6152,7.0461,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",45
"4214","C-100.2A",1,"foot",17.6152,2.6423,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",45
"4215","C-100.2B",1,"foot",17.6152,2.6423,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",45
"4216","C-110.1",54065,"foot",29.2455,17.5473,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",45
"4217","C-110.1A",1,"foot",29.2455,24.8587,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",45
"4218","C-110.1B",1,"foot",29.2455,7.3114,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",45
"4219","C-110.1X",1,"foot",29.2455,24.8587,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",45
"4220","C-110.2",54065,"foot",29.2455,11.6982,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",45
"4221","C-110.2A",1,"foot",29.2455,4.3868,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",45
"4222","C-110.2B",1,"foot",29.2455,4.3868,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",45
"4223","C-120.1",99863,"foot",23.28,13.968,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",45
"4224","C-120.1A",1,"foot",23.28,19.788,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",45
"4225","C-120.1B",1,"foot",23.28,5.82,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",45
"4226","C-120.2",99863,"foot",23.28,9.312,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",45
