"","BID_UNIT","QUANTITY","UNIT","UNIT_RATE","MILESTONE_RATE","MILESTONE_PERCENTAGE","MILESTONE_NM","MILESTONE_CTGY","MILESTONE_CTGY_GRP","CONSTRUCTION_TYPE","MARKET_ID"
"3398","E-200.2",7983360,"foot",0.45,0.3375,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",14
"3399","E-300.1",2225260,"foot",2.41,1.687,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",14
"3400","E-300.2",2225260,"foot",2.41,0.482,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",14
"3401","E-300.3",2225260,"foot",2.41,0.241,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",14
"3402","E-350.1",1287430,"foot",1.95,1.365,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",14
"3403","E-350.2",1287430,"foot",1.95,0.39,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",14
"3404","E-350.3",1287430,"foot",1.95,0.195,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",14
"3405","E-355.1",468930,"foot",1.81,1.267,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",14
"3406","E-355.2",468930,"foot",1.81,0.362,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",14
"3407","E-355.3",468930,"foot",1.81,0.181,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",14
"3408","E-400.1",4001740,"foot",2.08,1.456,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",14
"3409","E-400.2",4001740,"foot",2.08,0.416,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",14
"3410","E-400.3",4001740,"foot",2.08,0.208,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",14
"3411","C-100.1",1425600,"foot",18.19,10.914,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3412","C-100.1A",1,"foot",18.19,15.4615,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3413","C-100.1B",1,"foot",18.19,4.5475,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3414","C-100.1X",1,"foot",18.19,15.4615,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3415","C-100.2",1425600,"foot",18.19,7.276,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3416","C-100.2A",1,"foot",18.19,2.7285,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3417","C-100.2B",1,"foot",18.19,2.7285,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3418","C-110.1",114048,"foot",59,35.4,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3419","C-110.1A",1,"foot",59,50.15,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3420","C-110.1B",1,"foot",59,14.75,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3421","C-110.1X",1,"foot",59,50.15,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3422","C-110.2",114048,"foot",59,23.6,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3423","C-110.2A",1,"foot",59,8.85,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3424","C-110.2B",1,"foot",59,8.85,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3425","C-120.1",76032,"foot",20.5,12.3,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",33
"3426","C-120.1A",1,"foot",20.5,17.425,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",33
"3427","C-120.1B",1,"foot",20.5,5.125,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",33
"3428","C-120.2",76032,"foot",20.5,8.2,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",33
"3429","C-200.1",285120,"foot",2.25,1.35,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3430","C-200.1A",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3431","C-200.1B",1,"foot",2.25,0.5625,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3432","C-200.1X",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3433","C-200.2",285120,"foot",2.25,0.9,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3434","C-200.2A",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3435","C-200.2B",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3436","C-300.1",1900800,"foot",2.25,1.35,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3437","C-300.1A",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3438","C-300.1B",1,"foot",2.25,0.5625,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3439","C-300.1X",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3440","C-300.2",1900800,"foot",2.25,0.9,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",33
"3441","C-300.2A",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",33
"3442","C-300.2B",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",33
"3443","E-200.1",3801600,"foot",0.22,0.055,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",33
"3444","E-200.2",3801600,"foot",0.22,0.165,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",33
"3445","E-300.1",1615680,"foot",1.19,0.833,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",33
"3446","E-300.2",1615680,"foot",1.19,0.238,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",33
"3447","E-300.3",1615680,"foot",1.19,0.119,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",33
"3448","E-350.1",19008,"foot",1.06,0.742,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",33
"3449","E-350.2",19008,"foot",1.06,0.212,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",33
"3450","E-350.3",19008,"foot",1.06,0.106,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",33
"3451","E-355.1",266112,"foot",1.15,0.805,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",33
"3452","E-355.2",266112,"foot",1.15,0.23,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",33
"3453","E-355.3",266112,"foot",1.15,0.115,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",33
"3454","E-400.1",1900800,"foot",1.31,0.917,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",33
"3455","E-400.2",1900800,"foot",1.31,0.262,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",33
"3456","E-400.3",1900800,"foot",1.31,0.131,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",33
"3457","C-100.1",1425600,"foot",18.19,10.914,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3458","C-100.1",1425600,"foot",18.19,10.914,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3459","C-100.1A",1,"foot",18.19,15.4615,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3460","C-100.1A",1,"foot",18.19,15.4615,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3461","C-100.1B",1,"foot",18.19,4.5475,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3462","C-100.1B",1,"foot",18.19,4.5475,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3463","C-100.1X",1,"foot",18.19,15.4615,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3464","C-100.1X",1,"foot",18.19,15.4615,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",33
"3465","C-100.2",1425600,"foot",18.19,7.276,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3466","C-100.2",1425600,"foot",18.19,7.276,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3467","C-100.2A",1,"foot",18.19,2.7285,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3468","C-100.2A",1,"foot",18.19,2.7285,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3469","C-100.2B",1,"foot",18.19,2.7285,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3470","C-100.2B",1,"foot",18.19,2.7285,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3471","C-100.2X",1,"foot",18.19,2.7285,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3472","C-100.2X",1,"foot",18.19,2.7285,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3473","C-100.2X",1,"foot",18.19,2.7285,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3474","C-100.2X",1,"foot",18.19,2.7285,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",33
"3475","C-110.1",114048,"foot",59,35.4,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3476","C-110.1",114048,"foot",59,35.4,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3477","C-110.1A",1,"foot",59,50.15,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3478","C-110.1A",1,"foot",59,50.15,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3479","C-110.1B",1,"foot",59,14.75,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3480","C-110.1B",1,"foot",59,14.75,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3481","C-110.1X",1,"foot",59,50.15,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3482","C-110.1X",1,"foot",59,50.15,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",33
"3483","C-110.2",114048,"foot",59,23.6,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3484","C-110.2",114048,"foot",59,23.6,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3485","C-110.2A",1,"foot",59,8.85,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3486","C-110.2A",1,"foot",59,8.85,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3487","C-110.2B",1,"foot",59,8.85,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3488","C-110.2B",1,"foot",59,8.85,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3489","C-110.2X",1,"foot",59,8.85,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3490","C-110.2X",1,"foot",59,8.85,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3491","C-110.2X",1,"foot",59,8.85,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3492","C-110.2X",1,"foot",59,8.85,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",33
"3493","C-120.1",76032,"foot",20.5,12.3,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",33
"3494","C-120.1",76032,"foot",20.5,12.3,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",33
"3495","C-120.1A",1,"foot",20.5,17.425,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",33
"3496","C-120.1A",1,"foot",20.5,17.425,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",33
"3497","C-120.1B",1,"foot",20.5,5.125,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",33
"3498","C-120.1B",1,"foot",20.5,5.125,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",33
"3499","C-120.2",76032,"foot",20.5,8.2,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",33
"3500","C-120.2",76032,"foot",20.5,8.2,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",33
"3501","C-120.2X",1,"foot",20.5,3.075,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",33
"3502","C-120.2X",1,"foot",20.5,3.075,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",33
"3503","C-120.2X",1,"foot",20.5,3.075,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",33
"3504","C-120.2X",1,"foot",20.5,3.075,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",33
"3505","C-200.1",285120,"foot",2.25,1.35,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3506","C-200.1",285120,"foot",2.25,1.35,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3507","C-200.1A",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3508","C-200.1A",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3509","C-200.1B",1,"foot",2.25,0.5625,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3510","C-200.1B",1,"foot",2.25,0.5625,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3511","C-200.1X",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3512","C-200.1X",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",33
"3513","C-200.2",285120,"foot",2.25,0.9,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3514","C-200.2",285120,"foot",2.25,0.9,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3515","C-200.2A",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3516","C-200.2A",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3517","C-200.2B",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3518","C-200.2B",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3519","C-200.2X",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3520","C-200.2X",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3521","C-200.2X",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3522","C-200.2X",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",33
"3523","C-300.1",1900800,"foot",2.25,1.35,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3524","C-300.1",1900800,"foot",2.25,1.35,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3525","C-300.1A",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3526","C-300.1A",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3527","C-300.1B",1,"foot",2.25,0.5625,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3528","C-300.1B",1,"foot",2.25,0.5625,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3529","C-300.1X",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3530","C-300.1X",1,"foot",2.25,1.9125,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",33
"3531","C-300.2",1900800,"foot",2.25,0.9,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",33
"3532","C-300.2",1900800,"foot",2.25,0.9,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",33
"3533","C-300.2A",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",33
"3534","C-300.2A",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",33
"3535","C-300.2B",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",33
"3536","C-300.2B",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",33
"3537","C-300.2X",1,"foot",2.25,0.3375,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",33
"3538","E-200.1",3801600,"foot",0.22,0.055,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",33
"3539","E-200.1",3801600,"foot",0.22,0.055,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",33
"3540","E-200.2",3801600,"foot",0.22,0.165,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",33
"3541","E-200.2",3801600,"foot",0.22,0.165,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",33
"3542","E-300.1",1615680,"foot",1.19,0.833,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",33
"3543","E-300.1",1615680,"foot",1.19,0.833,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",33
"3544","E-300.2",1615680,"foot",1.19,0.238,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",33
"3545","E-300.2",1615680,"foot",1.19,0.238,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",33
"3546","E-300.3",1615680,"foot",1.19,0.119,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",33
"3547","E-300.3",1615680,"foot",1.19,0.119,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",33
"3548","E-350.1",19008,"foot",1.06,0.742,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",33
"3549","E-350.1",19008,"foot",1.06,0.742,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",33
"3550","E-350.2",19008,"foot",1.06,0.212,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",33
"3551","E-350.2",19008,"foot",1.06,0.212,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",33
"3552","E-350.3",19008,"foot",1.06,0.106,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",33
"3553","E-350.3",19008,"foot",1.06,0.106,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",33
"3554","E-355.1",266112,"foot",1.15,0.805,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",33
"3555","E-355.1",266112,"foot",1.15,0.805,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",33
"3556","E-355.2",266112,"foot",1.15,0.23,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",33
"3557","E-355.2",266112,"foot",1.15,0.23,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",33
"3558","E-355.3",266112,"foot",1.15,0.115,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",33
"3559","E-355.3",266112,"foot",1.15,0.115,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",33
"3560","E-400.1",1900800,"foot",1.31,0.917,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",33
"3561","E-400.1",1900800,"foot",1.31,0.917,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",33
"3562","E-400.2",1900800,"foot",1.31,0.262,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",33
